eye_X,eye_Y,eye_Z,snout_X,snout_Y,snout_Z,peduncle_X,peduncle_Y,peduncle_Z,dorsaltip_X,dorsaltip_Y,dorsaltip_Z,analtip_X,analtip_Y,analtip_Z,caudaltip_X,caudaltip_Y,caudaltip_Z,Rpecttip_X,Rpecttip_Y,Rpecttip_Z,Rpectbase_X,Rpectbase_Y,Rpectbase_Z,Lpectbase_X,Lpectbase_Y,Lpectbase_Z,Lpecttip_X,Lpecttip_Y,Lpecttip_Z,Rpelvictip_X,Rpelvictip_Y,Rpelvictip_Z,Rpelvicbase_X,Rpelvicbase_Y,Rpelvicbase_Z,Lpelvictip_X,Lpelvictip_Y,Lpelvictip_Z,Lpelvicbase_X,Lpelvicbase_Y,Lpelvicbase_Z
0.446895,5.456479,4.787456,0.177283,5.953886,5.032814,7.140554,4.795377,1.728019,7.189062,4.384369,2.37847,7.645295,5.13038,1.347696,8.802763,5.861876,2.030453,1.118792,4.972525,3.172644,1.137315,5.484052,3.80993,1.292325,6.048117,3.8586,1.558495,6.935387,3.02583,5.493292,4.424245,1.28018,4.922726,4.411532,1.673612,5.498178,4.875888,1.358703,5.016861,4.676009,1.717749
0.44741,5.452157,4.7938,0.178106,5.948968,5.038032,7.138555,4.795485,1.72565,7.189288,4.372617,2.382767,7.649671,5.111687,1.346366,8.818818,5.838411,2.028651,1.049626,4.980919,3.051505,1.137315,5.484052,3.80993,1.292325,6.048117,3.8586,1.527582,6.928389,3.04899,5.493292,4.424245,1.28018,4.915074,4.41148,1.673935,5.498178,4.875888,1.358703,5.0167,4.687562,1.71852
0.448188,5.44799,4.801028,0.177462,5.93902,5.037691,7.138474,4.772195,1.724682,7.189288,4.372617,2.382767,7.630763,5.162058,1.346165,8.844886,5.826597,2.030132,0.982247,5.005704,2.976136,1.137851,5.483511,3.820301,1.292325,6.048117,3.8586,1.542134,6.89444,3.112427,5.493292,4.424245,1.28018,4.912283,4.411534,1.673763,5.498217,4.87565,1.364044,5.016379,4.710666,1.720062
0.448802,5.445659,4.807422,0.177008,5.92955,5.037355,7.138743,4.763269,1.724966,7.18919,4.372226,2.392749,7.631219,5.138694,1.343991,8.87354,5.756399,2.027519,0.952529,5.009028,2.931587,1.137851,5.483511,3.820301,1.292325,6.048117,3.8586,1.539696,6.871083,3.154563,5.490492,4.424284,1.280012,4.912283,4.411534,1.673763,5.49543,4.875688,1.36388,5.016218,4.722218,1.720833
0.4492,5.439812,4.814446,0.176639,5.916734,5.036884,7.138801,4.751621,1.725054,7.189464,4.360671,2.392056,7.631458,5.123314,1.342009,8.893314,5.732581,2.03282,0.883374,5.015161,2.853288,1.137851,5.483511,3.820301,1.292325,6.048117,3.8586,1.554397,6.848997,3.185921,5.490492,4.424284,1.280012,4.912283,4.411534,1.673763,5.49543,4.875688,1.36388,5.016218,4.722218,1.720833
0.450642,5.434165,4.821769,0.176387,5.904526,5.036428,7.138448,4.74985,1.726138,7.189464,4.360671,2.392056,7.633712,5.106372,1.340698,8.906494,5.708837,2.039111,0.758391,5.017847,2.805302,1.132688,5.483521,3.825077,1.284221,6.048511,3.857987,1.528942,6.792058,3.217214,5.490492,4.424284,1.280012,4.912283,4.411534,1.673763,5.49543,4.875688,1.36388,5.016218,4.722218,1.720833
0.45241,5.428458,4.829078,0.175643,5.891557,5.035977,7.131271,4.735428,1.726031,7.186008,4.337393,2.395517,7.634969,5.090343,1.34017,8.920663,5.687633,2.043629,0.676412,5.02166,2.770155,1.132688,5.483521,3.825077,1.279596,6.047859,3.87304,1.52038,6.733321,3.265119,5.490492,4.424284,1.280012,4.912283,4.411534,1.673763,5.495507,4.875212,1.37456,5.019001,4.722168,1.721001
0.454227,5.422127,4.836251,0.176249,5.878129,5.04635,7.128979,4.725525,1.725349,7.183345,4.337313,2.397916,7.637582,5.077968,1.338703,8.93597,5.669428,2.044726,0.546213,5.024521,2.741649,1.132688,5.483521,3.825077,1.276895,6.047992,3.872837,1.484382,6.685064,3.295504,5.490492,4.424284,1.280012,4.912283,4.411534,1.673763,5.495319,4.886826,1.375372,5.019001,4.722168,1.721001
0.454943,5.415529,4.842989,0.17638,5.86655,5.051361,7.130006,4.723646,1.727718,7.180707,4.337331,2.397818,7.639684,5.06173,1.336545,8.938635,5.692824,2.127633,0.432851,5.035067,2.743655,1.132688,5.483521,3.825077,1.277154,6.047687,3.877989,1.495297,6.636209,3.331644,5.490303,4.43592,1.280833,4.909491,4.411588,1.67359,5.487635,4.886788,1.375663,5.024405,4.733621,1.72211
0.455896,5.408203,4.850022,0.177381,5.860247,5.061984,7.127814,4.716276,1.727113,7.180707,4.337331,2.397818,7.640316,5.04553,1.333506,8.940512,5.674576,2.139861,0.388153,5.066947,2.748416,1.132688,5.483521,3.825077,1.271753,6.047953,3.877585,1.563408,6.55382,3.338309,5.489736,4.470826,1.283295,4.909491,4.411588,1.67359,5.487299,4.909773,1.382625,5.024405,4.733621,1.72211
0.456601,5.399153,4.856273,0.178107,5.856219,5.078177,7.124507,4.712278,1.731795,7.176726,4.33726,2.400169,7.640859,5.033623,1.331676,8.939928,5.666617,2.148333,0.267796,5.074816,2.803758,1.129973,5.483663,3.824872,1.271753,6.047953,3.877585,1.586763,6.464416,3.319766,5.489547,4.482461,1.284116,4.909491,4.411588,1.67359,5.492909,4.909458,1.38829,5.024405,4.733621,1.72211
0.456756,5.388171,4.861385,0.179368,5.854612,5.083495,7.112807,4.678648,1.73161,7.160187,4.33736,2.400507,7.647119,5.01277,1.331531,8.953461,5.643664,2.151087,0.19586,5.072977,2.890484,1.13051,5.483121,3.835242,1.271753,6.047953,3.877585,1.619089,6.38826,3.261206,5.496863,4.505753,1.285458,4.909491,4.411588,1.67359,5.495695,4.909421,1.388455,5.024082,4.756723,1.723652
0.460611,5.457388,4.867247,0.180931,5.852501,5.0997,7.111882,4.678708,1.730292,7.14862,4.337432,2.400555,7.652947,5.009028,1.336499,8.960856,5.630168,2.150105,0.162389,5.067483,3.046549,1.125349,5.483134,3.840019,1.271753,6.047953,3.877585,1.651338,6.382552,3.168081,5.496863,4.505753,1.285458,4.909491,4.411588,1.67359,5.503939,4.920442,1.400433,5.026864,4.756674,1.723821
0.461952,5.449988,4.873263,0.187714,5.84979,5.105429,7.11188,4.65551,1.727144,7.144664,4.337458,2.400407,7.66051,5.002854,1.334278,8.978505,5.656884,2.142999,0.158873,5.028847,3.170427,1.125349,5.483134,3.840019,1.271753,6.047953,3.877585,1.662173,6.34077,3.109546,5.496863,4.505753,1.285458,4.909491,4.411588,1.67359,5.509509,4.920371,1.400765,5.026864,4.756674,1.723821
0.461961,5.448894,4.879955,0.189828,5.842609,5.115938,7.110392,4.644006,1.723433,7.144664,4.337458,2.400407,7.665189,4.99239,1.332997,9.001072,5.611626,2.118439,0.162471,4.958859,3.235303,1.122634,5.483276,3.839815,1.272012,6.047647,3.882737,1.660372,6.275835,3.069421,5.496863,4.505753,1.285458,4.909491,4.411588,1.67359,5.509509,4.920371,1.400765,5.026864,4.756674,1.723821
0.463496,5.447715,4.886159,0.190081,5.837063,5.11571,7.109639,4.643662,1.731651,7.144664,4.337458,2.400407,7.667232,4.981788,1.330477,9.007181,5.612305,2.107679,0.189568,4.955761,3.288867,1.122634,5.483276,3.839815,1.27279,6.046732,3.898191,1.658873,6.244139,3.036328,5.496673,4.517387,1.286278,4.909491,4.411588,1.67359,5.509509,4.920371,1.400765,5.026864,4.756674,1.723821
0.46529,5.444106,4.892581,0.189631,5.827935,5.115394,7.110458,4.608758,1.72934,7.144345,4.348816,2.40609,7.636531,4.893231,1.323736,9.028265,5.589576,2.092909,0.286623,4.942686,3.285603,1.122634,5.483276,3.839815,1.255818,6.045672,3.909192,1.701976,6.180727,2.99354,5.496673,4.517387,1.286278,4.909491,4.411588,1.67359,5.509509,4.920371,1.400765,5.026864,4.756674,1.723821
0.46648,5.43688,4.895224,0.188272,5.817157,5.115078,7.110458,4.608758,1.72934,7.144049,4.360269,2.409276,7.637151,4.869837,1.321792,9.040935,5.555295,2.077511,0.319888,4.942535,3.261071,1.122634,5.483276,3.839815,1.256078,6.045367,3.914342,1.734494,6.103172,2.98764,5.491079,4.517466,1.285944,4.917144,4.41164,1.673269,5.509509,4.920371,1.400765,5.026864,4.756674,1.723821
0.46832,5.430474,4.89885,0.187719,5.804476,5.114634,7.11073,4.597123,1.72857,7.144049,4.360269,2.409276,7.637637,4.858173,1.320071,9.058753,5.520494,2.06846,0.369023,4.946303,3.171633,1.122902,5.483006,3.845,1.253378,6.0455,3.91414,1.844599,6.022996,3.000142,5.480588,4.51748,1.286074,4.917144,4.41164,1.673269,5.509509,4.920371,1.400765,5.026864,4.756674,1.723821
0.470298,5.424858,4.904003,0.190102,5.791496,5.119859,7.110852,4.597299,1.724325,7.142731,4.360278,2.409227,7.638146,4.834845,1.316532,9.069944,5.497926,2.051558,0.448563,4.951066,3.100193,1.122902,5.483006,3.845,1.253899,6.04489,3.924439,1.870218,6.00918,3.027372,5.480588,4.51748,1.286074,4.932137,4.434868,1.674185,5.509509,4.920371,1.400765,5.026864,4.756674,1.723821
0.471527,5.41708,4.909338,0.190491,5.778362,5.135728,7.119214,4.573805,1.727352,7.140094,4.360296,2.409129,7.639144,4.823223,1.313847,9.073878,5.463819,2.034047,0.534507,4.977378,3.041058,1.122902,5.483006,3.845,1.253859,6.033815,3.923905,1.863577,5.940685,3.030253,5.480588,4.51748,1.286074,4.931982,4.446429,1.67496,5.509509,4.920371,1.400765,5.026864,4.756674,1.723821
0.47516,5.409226,4.915121,0.190348,5.765635,5.135258,7.119214,4.573805,1.727352,7.139822,4.371846,2.409819,7.656343,4.788042,1.309401,9.085347,5.429345,2.02077,0.566927,4.989458,3.010646,1.120188,5.483148,3.844797,1.253999,6.000285,3.927456,1.870549,5.848889,3.047533,5.480588,4.51748,1.286074,4.931808,4.469123,1.687197,5.509509,4.920371,1.400765,5.026864,4.756674,1.723821
0.481022,5.397728,4.91972,0.188673,5.752701,5.134884,7.119214,4.573805,1.727352,7.138457,4.371659,2.41476,7.656702,4.785959,1.308924,9.104268,5.394598,2.009895,0.629804,5.013378,2.974899,1.120725,5.482607,3.855164,1.254259,5.999983,3.932607,1.871182,5.780682,3.05942,5.480588,4.51748,1.286074,4.939459,4.469178,1.686883,5.509509,4.920371,1.400765,5.026864,4.756674,1.723821
0.485125,5.388864,4.922338,0.187782,5.73967,5.134453,7.12348,4.562249,1.724228,7.138457,4.371659,2.41476,7.656991,4.776459,1.305715,9.117794,5.38341,1.999009,0.708487,5.071012,2.950752,1.120725,5.482607,3.855164,1.254259,5.999983,3.932607,1.889594,5.777376,3.107617,5.472895,4.517455,1.286373,4.939459,4.469178,1.686883,5.509509,4.920371,1.400765,5.026864,4.756674,1.723821
0.463267,5.422118,4.927351,0.187795,5.732239,5.134171,7.14059,4.563041,1.712299,7.138457,4.371659,2.41476,7.657506,4.767417,1.303085,9.138653,5.348689,1.98772,0.791061,5.104663,2.898306,1.120994,5.482336,3.860347,1.254259,5.999983,3.932607,1.817921,5.850183,3.155205,5.457508,4.517404,1.286979,4.939459,4.469178,1.686883,5.509509,4.920371,1.400765,5.034511,4.756731,1.723504
0.46431,5.42183,4.932068,0.189725,5.73079,5.133985,7.152774,4.562934,1.705311,7.138457,4.371659,2.41476,7.658044,4.729673,1.301131,9.144471,5.26743,1.975738,0.884393,5.172043,2.852957,1.120899,5.460159,3.859271,1.254259,5.999983,3.932607,1.801393,6.046981,3.235538,5.444221,4.517455,1.286944,4.939303,4.480736,1.687657,5.524873,4.920442,1.40017,5.034511,4.756731,1.723504
0.46587,5.421661,4.933705,0.190142,5.731613,5.133988,7.167888,4.53959,1.704387,7.138481,4.371757,2.412265,7.659523,4.725709,1.305209,9.150928,5.209567,1.963798,0.979851,5.253786,2.769556,1.115469,5.460446,3.858867,1.25478,5.999379,3.942907,1.832244,6.203378,3.262906,5.42077,4.540638,1.289516,4.939303,4.480736,1.687657,5.524873,4.920442,1.40017,5.040075,4.756634,1.723842
0.466091,5.420147,4.934853,0.191369,5.730934,5.133878,7.168807,4.539736,1.700774,7.138481,4.371757,2.412265,7.639142,4.706452,1.294258,9.15466,5.186624,1.955096,1.011839,5.255429,2.727977,1.115469,5.460446,3.858867,1.25496,5.97693,3.946996,1.833234,6.291172,3.302885,5.42077,4.540638,1.289516,4.939148,4.492294,1.68843,5.524873,4.920442,1.40017,5.040075,4.756634,1.723842
0.466541,5.413291,4.93562,0.19256,5.730521,5.133782,7.169052,4.528087,1.70015,7.130872,4.3718,2.41246,7.640556,4.694675,1.294969,9.142938,5.164207,1.930522,1.069217,5.255247,2.713728,1.116007,5.459907,3.869234,1.255481,5.976329,3.957296,1.851168,6.354532,3.372779,5.420726,4.540856,1.284153,4.939148,4.492294,1.68843,5.524835,4.920683,1.394835,5.040075,4.756634,1.723842
0.467089,5.408607,4.938595,0.193332,5.729084,5.133675,7.169217,4.528083,1.700233,7.130895,4.371898,2.409965,7.641803,4.692547,1.294969,9.146962,5.129444,1.923721,1.171374,5.254573,2.705205,1.116276,5.459638,3.874417,1.255701,5.964957,3.961917,1.857533,6.386116,3.41004,5.420726,4.540856,1.284153,4.954138,4.515521,1.689358,5.524835,4.920683,1.394835,5.040075,4.756634,1.723842
0.46802,5.402353,4.938548,0.193588,5.728427,5.133633,7.190705,4.516303,1.700743,7.108069,4.372028,2.410565,7.642228,4.687572,1.294658,9.138211,5.095242,1.906283,1.211919,5.219145,2.749515,1.116228,5.448551,3.873881,1.255701,5.964957,3.961917,1.836162,6.431292,3.415883,5.420726,4.540856,1.284153,4.953982,4.527079,1.690132,5.524798,4.920924,1.3895,5.04756,4.768242,1.724297
0.468372,5.396632,4.938195,0.19423,5.724707,5.133449,7.191267,4.493014,1.699197,7.108069,4.372028,2.410565,7.644065,4.659534,1.292604,9.131522,5.072335,1.898287,1.295913,5.170694,2.815635,1.116228,5.448551,3.873881,1.256222,5.964356,3.972216,1.729097,6.47218,3.433821,5.420726,4.540856,1.284153,4.948096,4.550304,1.691347,5.524798,4.920924,1.3895,5.04756,4.768242,1.724297
0.467788,5.398007,4.937303,0.194379,5.720161,5.133267,7.176654,4.492867,1.703607,7.086055,4.337514,2.409119,7.646953,4.648752,1.291692,9.12656,5.043655,1.896529,1.3591,5.133673,2.86294,1.116228,5.448551,3.873881,1.256482,5.964056,3.977365,1.697291,6.473267,3.41799,5.417929,4.540894,1.283979,4.945308,4.550359,1.691182,5.524798,4.920924,1.3895,5.04756,4.768242,1.724297
0.468604,5.390227,4.936124,0.193723,5.7131,5.133045,7.17511,4.490544,1.705564,7.086055,4.337514,2.409119,7.646225,4.659538,1.292538,9.120545,5.049399,1.894957,1.404975,5.062148,2.919592,1.116228,5.448551,3.873881,1.256482,5.964056,3.977365,1.68941,6.507121,3.409933,5.417929,4.540894,1.283979,4.945308,4.550359,1.691182,5.524798,4.920924,1.3895,5.04756,4.768242,1.724297
0.468336,5.390436,4.932116,0.193034,5.701952,5.132671,7.15994,4.486751,1.705073,7.084533,4.332244,2.408849,7.649752,4.656527,1.292643,9.144649,5.034175,1.881474,1.46116,5.024389,2.992522,1.116228,5.448551,3.873881,1.256482,5.964056,3.977365,1.633331,6.542642,3.393904,5.417929,4.540894,1.283979,4.945153,4.561915,1.691955,5.524798,4.920924,1.3895,5.047235,4.791343,1.725839
0.468354,5.374934,4.930434,0.192898,5.68996,5.132228,7.160855,4.485453,1.704875,7.084141,4.328974,2.408667,7.65434,4.650931,1.292457,9.153493,5.039161,1.880193,1.485399,5.009869,3.055724,1.116228,5.448551,3.873881,1.256482,5.964056,3.977365,1.61424,6.577205,3.389011,5.417929,4.540894,1.283979,4.945153,4.561915,1.691955,5.524798,4.920924,1.3895,5.047235,4.791343,1.725839
0.468527,5.367247,4.928046,0.191974,5.677529,5.131822,7.158793,4.484182,1.709625,7.083593,4.325635,2.408485,7.656674,4.644412,1.292513,9.162087,5.016588,1.870526,1.501291,4.950733,3.13028,1.116228,5.448551,3.873881,1.256482,5.964056,3.977365,1.598102,6.611327,3.389508,5.417929,4.540894,1.283979,4.945153,4.561915,1.691955,5.52476,4.921164,1.384164,5.047235,4.791343,1.725839
0.468156,5.359721,4.922933,0.189851,5.664639,5.13148,7.155642,4.477816,1.70902,7.083053,4.32201,2.408285,7.658473,4.630991,1.291444,9.17549,5.005317,1.865799,1.494335,4.936177,3.212835,1.138817,5.415598,3.881314,1.256403,5.941917,3.97631,1.595424,6.62259,3.389889,5.417929,4.540894,1.283979,4.945153,4.561915,1.691955,5.52476,4.921164,1.384164,5.047235,4.791343,1.725839
0.468102,5.344356,4.918415,0.189946,5.653528,5.131054,7.152726,4.471809,1.708609,7.083272,4.317263,2.413002,7.662078,4.628863,1.291591,9.183173,4.987647,1.862742,1.477825,4.889632,3.266599,1.146168,5.40479,3.880341,1.256403,5.941917,3.97631,1.563763,6.656771,3.390221,5.417929,4.540894,1.283979,4.945153,4.561915,1.691955,5.52476,4.921164,1.384164,5.047235,4.791343,1.725839
0.462859,5.32089,4.915966,0.189666,5.646751,5.130817,7.15431,4.469863,1.708442,7.084108,4.313275,2.412743,7.655057,4.63605,1.292511,9.188564,4.969509,1.861723,1.464364,4.865182,3.327055,1.146168,5.40479,3.880341,1.256403,5.941917,3.97631,1.541457,6.667048,3.392201,5.417929,4.540894,1.283979,4.945153,4.561915,1.691955,5.52476,4.921164,1.384164,5.047235,4.791343,1.725839
0.463098,5.313169,4.914161,0.190194,5.642892,5.130635,7.156022,4.469136,1.708351,7.084094,4.307229,2.412387,7.658324,4.63336,1.292913,9.196599,4.950684,1.860736,1.423835,4.864431,3.347932,1.161233,5.405085,3.884657,1.256403,5.941917,3.97631,1.48062,6.665985,3.393719,5.417929,4.540894,1.283979,4.945153,4.561915,1.691955,5.532444,4.9212,1.383871,5.047235,4.791343,1.725839
0.46301,5.289929,4.911297,0.190727,5.639568,5.130474,7.158559,4.463599,1.707925,7.082986,4.305077,2.414792,7.659673,4.63126,1.29307,9.201225,4.931326,1.855228,1.37329,4.865711,3.331411,1.161233,5.405085,3.884657,1.256403,5.941917,3.97631,1.473178,6.665693,3.394194,5.417929,4.540894,1.283979,4.945153,4.561915,1.691955,5.540127,4.921236,1.38358,5.047235,4.791343,1.725839
0.463199,5.290122,4.906956,0.191685,5.637938,5.130347,7.158051,4.480997,1.709081,7.083768,4.298386,2.414375,7.658947,4.624317,1.292212,9.214387,4.915626,1.852386,1.299183,4.858289,3.28101,1.161233,5.405085,3.884657,1.256403,5.941917,3.97631,1.460674,6.664783,3.234238,5.417929,4.540894,1.283979,4.945153,4.561915,1.691955,5.540127,4.921236,1.38358,5.047235,4.791343,1.725839
0.463478,5.290162,4.905742,0.19216,5.636755,5.13027,7.15956,4.477863,1.708838,7.08369,4.295043,2.41418,7.660751,4.620904,1.291742,9.227713,4.896728,1.851556,1.215379,4.861538,3.241935,1.161233,5.405085,3.884657,1.256403,5.941917,3.97631,1.453065,6.642567,3.219132,5.417929,4.540894,1.283979,4.945153,4.561915,1.691955,5.555495,4.921308,1.383007,5.047235,4.791343,1.725839
0.464992,5.290138,4.904402,0.192229,5.636022,5.130238,7.165504,4.477186,1.708997,7.085836,4.292683,2.41416,7.660883,4.624345,1.291608,9.205441,4.972021,1.85714,1.162867,4.853311,3.202614,1.161233,5.405085,3.884657,1.256403,5.941917,3.97631,1.462524,6.599155,3.191701,5.417929,4.540894,1.283979,4.945153,4.561915,1.691955,5.555495,4.921308,1.383007,5.047235,4.791343,1.725839
0.465215,5.282555,4.899617,0.19274,5.634639,5.130151,7.164689,4.478266,1.709088,7.08638,4.291186,2.414056,7.664871,4.619604,1.291728,9.210177,4.937017,1.854995,1.064755,4.855458,3.150774,1.161233,5.405085,3.884657,1.256403,5.941917,3.97631,1.469658,6.566264,3.18418,5.417929,4.540894,1.283979,4.945153,4.561915,1.691955,5.555495,4.921308,1.383007,5.047235,4.791343,1.725839
0.465368,5.267005,4.898593,0.192908,5.63237,5.130054,7.163347,4.480969,1.709299,7.086388,4.287487,2.413838,7.665871,4.615566,1.291698,9.210586,4.925326,1.854235,1.051846,4.857668,3.113012,1.161233,5.405085,3.884657,1.256403,5.941917,3.97631,1.495389,6.492991,3.171255,5.417929,4.540894,1.283979,4.945153,4.561915,1.691955,5.555495,4.921308,1.383007,5.047235,4.791343,1.725839
0.465664,5.267031,4.897671,0.193978,5.626191,5.129748,7.164734,4.476402,1.708964,7.087119,4.283001,2.413553,7.666788,4.624324,1.292303,9.227572,4.878242,1.850796,0.933368,4.857158,3.089974,1.161233,5.405085,3.884657,1.256363,5.930846,3.975783,1.49321,6.472612,3.17616,5.417929,4.540894,1.283979,4.945153,4.561915,1.691955,5.555495,4.921308,1.383007,5.047235,4.791343,1.725839
0.486373,5.270138,4.896116,0.197808,5.582944,5.127858,7.162793,4.504254,1.710843,7.08971,4.291014,2.413954,7.666427,4.659471,1.294718,9.237701,4.807916,1.846038,0.919066,4.858351,3.0783,1.161233,5.405085,3.884657,1.256363,5.930846,3.975783,1.461542,6.461667,3.203226,5.417929,4.540894,1.283979,4.964864,4.560877,1.70913,5.555495,4.921308,1.383007,5.047072,4.802894,1.726609
0.492804,5.332498,4.898344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.168632,5.405366,3.884226,1.267168,5.930311,3.976591,8.15604,4.984209,3.876363,5.517383,4.576153,1.282596,NaN,NaN,NaN,5.585268,4.932667,1.384825,5.291529,4.827926,1.719415
